idstd;id;panel;a4a;a6a;a4b;a6c;a6b;a1;country;lcu;a7a;a20y;b1;b3;b2a;b2b;b2c;b2d;b4;b4a;bmb1;bmb2;bmb3;bmb4;b5;b6;b6b;b7;b7a;d1a1a;d1a1x;d1a3;d2;n3;bmd1a;bmd1b;d3a;d3b;d3c;bmr2;bmr3;bmr4;bmr5;bmr6;bmr7;bmr8;e1;e2b;h1;h2;h5;bmh1;bmh2;bmh3;h8;h9;bmt3;k4;n5a;n5b;bmk6;k4b;n5c;n5d;k21;j6a;l1;l2;l4a1;l4a2;l4b;l5a;l5b;l5;l6;l6a;l8;l9b;l9b1;bml1a;bml1b;l10;bml2;l11a;l11a1;l11b;n2a;n2e;n2b;n2f;n2i;n2p;n2e1;n7a;bmge1;bmge2;d1a2;stratificationsizecode;stratificationsectorcode;Cyprus;Estonia;Greece;Italy;Latvia;Lithuania;Malta;Portugal;Slovak_rep;Slovenia;firm_age;manager_experience;top_manager_female;firm_size;sales;exportsDV;manufacturing;retail;other_services;food;garments;metal_products;machinery;other_manufacturing;R_D;product_innovation;fixed_asset;ln_sales;female_owners;family_firms
654050;2421;Fresh;Retail;Large;Wholesale;100;Large;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;98;100;0;0;0;No;;2;0;Yes;Yes;1975;Don't know (spontaneous);1975;28;No;Wholesale trade of;Wholesale Of Food Products;100;2.30e+07;1.90e+07;Stay the same;;100;0;0;Yes;10 or more indicators;Yes;Combination of short-term and long-term targets;Only achieved with extraordinary effort;Most managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;Too many to count;Yes;Yes;No;Yes;Yes;No;Yes;20000;Once a week;Yes;200000;0;No;;;;Yes;No;89;93;;;;;;16;No full-time seasonal or temporary workers;;;50;;;1;Yes;Interpersonal and communication skills;;;;1487569;;326605;59263;;;;;2108549;0;5122;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;46;28;0;89;23000000;0;0;1;0;0;0;0;0;0;1;1;1;17;0;0
654051;2431;Fresh;Retail;Large;Transport  Section I: (60-64);200;Large;Malta;Malta;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;Don't know (spontaneous);Yes;2013;25;2013;15;No;Provide services of;Flight Chartering;100;6.45e+07;5.50e+07;Increase;Don't know (spontaneous);0;0;100;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;Most managers and some production workers;No;International;Too many to count;No;;No;No;No;No;;;Daily;Yes;300000;0;Don't know (spontaneous);;;;Yes;No;185;70;;;;;;60;No full-time seasonal or temporary workers;;;100;;90;;Yes;Job-specific technical skills;;;;1.20e+07;;5000;1.10e+07;;;;;Don't know (spontaneous);Don't know (spontaneous);6304;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;8;15;0;185;64500000;1;0;1;0;0;0;0;0;0;0;0;1;18;0;1
654052;2437;Fresh;Retail;Large;Hotel and restaurants: section H;30;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;33;100;0;0;0;No;;33;33;Yes;Yes;1999;60;1999;13;Yes;Hotel or restaurant;Hotel;100;1845000;1574000;Stay the same;;100;0;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;Only senior managers;No;National Ð main product sold mostly across the country where establishment is located;5;No;;No;No;Yes;Yes;Yes;2500;;Yes;2500;0;No;;;;Yes;No;30;45;;;;;;18;4;2;3;100;;;2;Yes;Job-specific technical skills;;;;550000;;240000;18000;;;;;Don't know (spontaneous);9000;5510;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;22;13;1;30;1845000;0;0;1;0;0;0;0;0;0;1;0;1;14;0;0
654053;2439;Fresh;Retail;Large;Retail;9;Small;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;100;100;Yes;Yes;1986;2;1986;33;No;Retail trade of;Department Store, Hardware Store And Building Materials;90;672819;977808;Increase;12;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;6;Yes;Yes;No;No;No;No;;;;No;;;No;;;;Yes;Yes;11;14;;;;;;3;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;188769;;11517;2602;520754;;;;Don't know (spontaneous);Don't know (spontaneous);5234;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;35;33;0;11;672819;0;0;1;0;0;0;0;0;0;0;1;2;13;0;1
654054;2441;Fresh;Retail;Large;Retail;400;Large;Malta;Malta;Euro (EUR);15;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;52;52;Yes;Yes;2011;Don't know (spontaneous);2011;20;No;Retail trade of;Fashionwear Boutique;100;2.20e+07;1.77e+07;Increase;10;100;0;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;Local Ð main product sold mostly in same municipality where establishment is located;5;Yes;Yes;Yes;No;Yes;No;Yes;Don't know (spontaneous);Daily;Yes;250000;0;No;;;;Yes;No;200;150;;;;;;130;Don't know (spontaneous);;;10;;10;;Yes;Job-specific technical skills;;;;2400000;;300000;10000;1.30e+07;;;;Don't know (spontaneous);Don't know (spontaneous);5232;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;10;20;0;200;22000000;0;0;1;0;0;0;0;0;0;1;1;1;17;0;1
654055;2444;Fresh;Retail;Large;Retail;176;Large;Malta;Malta;Euro (EUR);11;2018;Limited partnership;100;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Yes;Don't know (spontaneous);51;0;Yes;Yes;2012;10;2012;3;Yes;Retail trade of;Retail Of Food And Beverages;90;9000000;7000000;Increase;1;100;0;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with some effort;Most managers and some production workers;Yes;Local Ð main product sold mostly in same municipality where establishment is located;3;No;;No;Yes;Yes;Yes;No;;Once a week;Yes;100000;300000;No;;;;Yes;No;56;35;;;;;;30;No full-time seasonal or temporary workers;;;;52;;12;Yes;Job-specific technical skills;;;;2000000;;170000;0;2000000;;;;Don't know (spontaneous);0;5220;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;9;3;1;56;9000000;0;0;1;0;0;0;0;0;0;1;0;1;16;1;1
654056;2454;Fresh;Retail;Large;Wholesale;40;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;60;100;0;0;0;Yes;40;100;100;Yes;Yes;1966;5;1966;25;No;Wholesale trade of;Wholesale Of Medical Equipment, Pharmaceutical And Cleaning Items;75;1.77e+07;1.70e+07;Stay the same;;100;0;0;No;;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;National Ð main product sold mostly across the country where establishment is located;4;Yes;No;No;No;No;No;;;;Yes;390000;0;Yes;;;;Yes;Yes;55;50;;;;;;24;No full-time seasonal or temporary workers;;;100;;;19;No;;;;;1342809;;30465;51480;;;;;Don't know (spontaneous);0;5159;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;55;25;0;55;17730508;0;0;1;0;0;0;0;0;0;0;1;1;17;1;1
654057;2459;Fresh;Retail;Large;Wholesale;22;Medium;Malta;Malta;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;33;100;0;0;0;No;;100;1;Yes;Yes;1913;6;1966;30;No;Wholesale trade of;Wholesale Of Food Products;100;3200000;5700000;Stay the same;;100;0;0;Yes;10 or more indicators;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;Most managers and most production workers;Yes;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;Yes;Yes;Yes;No;No;No;;;;Yes;40000;0;Yes;;;;Yes;No;25;32;;;;;;3;1;0;12;90;;;3;Yes;Managerial and leadership skills;;;;530000;;32000;18000;;;;;3500;Don't know (spontaneous);5122;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;108;30;0;25;3200000;0;0;1;0;0;0;0;0;0;0;1;1;15;0;1
654058;2463;Fresh;Retail;Large;Wholesale;32;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;50;50;Yes;Yes;2013;Don't know (spontaneous);2013;10;No;Wholesale trade of;Wholesale Of Sportswear And Fashion Wear;100;5.19e+07;1.71e+07;Increase;10;0;0;100;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with some effort;All managers and most production workers;Yes;International;2;No;;No;No;No;No;;;;Yes;100000;0;No;;;;Yes;No;26;20;;;;;;8;No full-time seasonal or temporary workers;;;100;;;1;No;;;;;968000;;10000;12500;;;;;Don't know (spontaneous);Don't know (spontaneous);5131;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;8;10;0;26;51900000;1;0;1;0;0;0;0;0;0;0;0;1;18;0;0
654059;2479;Fresh;Retail;Large;Transport  Section I: (60-64);500;Large;Malta;Malta;Euro (EUR);;2017;Shareholding company with non-traded shares or shares traded privately;25;0;100;0;0;Yes;13;25;0;Yes;Yes;2009;Don't know (spontaneous);2009;30;No;Provide services of;Aircraft Ground Handling;80;1.10e+07;1.00e+07;Increase;7;20;80;0;Yes;10 or more indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;International;1;No;;Yes;Yes;No;No;;;Between 2 and 4 times a week;Yes;1000000;0;No;;;;Yes;No;300;250;;;;;;10;No full-time seasonal or temporary workers;;;60;;1;;Yes;Job-specific technical skills;;;;5500000;;10000;223000;;;;;Don't know (spontaneous);Don't know (spontaneous);6301;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;12;30;0;300;11000000;1;0;1;0;0;0;0;0;0;0;0;1;16;1;0
654060;2482;Fresh;Retail;Large;Retail;90;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;16;100;10;Yes;Yes;2004;50;2004;30;No;Retail trade of;Retail Of It Equipment;100;2.00e+07;1.50e+07;Stay the same;;98;0;2;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;Local Ð main product sold mostly in same municipality where establishment is located;150;Yes;No;No;No;No;No;;;Once a week;Yes;200000;15000;No;;;;Yes;Yes;80;65;;;;;;15;No full-time seasonal or temporary workers;;;;80;;25;Yes;Job-specific technical skills;;;;2400000;;40000;50000;1.20e+07;;;;Don't know (spontaneous);Don't know (spontaneous);5239;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;17;30;0;80;20000000;1;0;1;0;0;0;0;0;0;0;1;1;17;1;1
654061;2494;Fresh;Retail;Large;IT;90;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;45;100;0;0;0;No;;45;45;Yes;Yes;2008;10;2008;11;No;Provide services of;Software Developement;100;4342770;4402172;Increase;45;20;0;80;Yes;10 or more indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;Most managers and some production workers;Yes;International;5;No;;No;No;Yes;Yes;Yes;50000;Daily;No;;;No;;;;Yes;No;65;60;;;;;;6;10;4;3;100;;100;;Yes;Job-specific technical skills;;;;1409233;;14893;14126;;;;;Don't know (spontaneous);0;7221;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;13;11;0;65;4342770;1;0;1;0;0;0;0;0;0;1;0;2;15;0;0
654062;2500;Fresh;Retail;Large;Transport  Section I: (60-64);95;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;35;7;75;0;18;No;;0;;Yes;Yes;1974;Don't know (spontaneous);1974;10;No;Provide services of;Provide Logistics Support To The Oil And Gas Industry;95;1.37e+07;1.65e+07;Increase;15;15;0;85;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;Yes;International;2;No;;No;Yes;No;No;;;Daily;Yes;143000;53000;No;;;;Yes;No;98;90;;;;;;16;No full-time seasonal or temporary workers;;;100;;;10;Yes;Managerial and leadership skills;;;;4018480;;54234;95273;;;;;Don't know (spontaneous);90000;6303;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;47;10;0;98;13671902;1;0;1;0;0;0;0;0;0;0;0;1;16;0;0
654063;2517;Fresh;Retail;Large;Hotel and restaurants: section H;197;Large;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;62;100;0;0;0;Yes;20;100;100;Yes;Yes;1969;Don't know (spontaneous);1969;50;No;Hotel or restaurant;Hotel;98;9156417;8424016;Decrease;5;100;0;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Only senior managers;Yes;National Ð main product sold mostly across the country where establishment is located;1;No;;No;No;No;No;;;Daily;Yes;300000;1000000;No;;;;Yes;No;150;140;;;;;;60;10;5;4;100;;;2;Yes;Job-specific technical skills;;;;2600000;;360000;190000;;;;;Don't know (spontaneous);0;5510;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;52;50;0;150;9156417;0;0;1;0;0;0;0;0;0;0;0;1;16;1;1
654064;2529;Fresh;Retail;Large;Retail;110;Large;Malta;Malta;Euro (EUR);3;2018;Shareholding company with shares traded on the stock market;75;100;0;0;0;Yes;Don't know (spontaneous);75;20;No;Yes;2006;Don't know (spontaneous);2006;15;No;Retail trade of;Retail Of Food Products And Beverages;85;3.30e+07;3.00e+07;Increase;8;100;0;0;Yes;10 or more indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;Only senior managers;Yes;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;Yes;Yes;Don't know (spontaneous);No;;Between 2 and 4 times a week;Yes;50000;0;No;;;;Yes;No;110;110;;;;;;Don't know (spontaneous);No full-time seasonal or temporary workers;;;Don't know (spontaneous);;Don't know (spontaneous);;No;;;;;3000000;;418000;2000;2.70e+07;;;;Don't know (spontaneous);Don't know (spontaneous);5220;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;15;15;0;110;33000000;0;0;1;0;0;0;0;0;0;1;0;1;17;1;1
654065;2531;Fresh;Retail;Large;Retail;430;Large;Malta;Malta;Euro (EUR);20;2018;Limited partnership;33;100;0;0;0;Yes;33;100;33;Yes;Yes;1999;30;1999;14;Yes;Retail trade of;Retail Of Food Products;60;4.00e+07;3.20e+07;Decrease;25;100;0;0;Yes;10 or more indicators;Yes;Main focus was on short-term, less than one year;Targets were not achieved;Most managers and most production workers;Yes;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;Yes;Yes;No;Yes;Yes;Yes;Yes;100000;Daily;Yes;8000000;1.00e+07;Yes;;;;Yes;Yes;300;350;;;;;;215;80;40;6;60;;40;;Yes;Job-specific technical skills;;;;5400000;;600000;20000;2.60e+07;;;;Don't know (spontaneous);Don't know (spontaneous);5211;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;22;14;1;300;40000000;0;0;1;0;0;0;0;0;0;1;1;1;18;1;1
654066;2534;Fresh;Retail;Large;Wholesale;85;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;33;100;0;0;0;Yes;Don't know (spontaneous);100;0;Yes;Yes;1977;10;1977;25;Yes;Wholesale trade of;Wholesale Of Beverages;99;4.60e+07;3.80e+07;Increase;5;100;0;0;Yes;10 or more indicators;Yes;Main focus was on short-term, less than one year;Achieved with some effort;Most managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;4;Yes;No;No;No;No;No;;;Once a week;Yes;600000;0;No;;;;Yes;No;45;23;;;;;;15;No full-time seasonal or temporary workers;;;100;;;2;Yes;Job-specific technical skills;;;;1400000;;0;25000;;;;;Don't know (spontaneous);20000;5122;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;44;25;1;45;46000000;0;0;1;0;0;0;0;0;0;0;1;1;18;1;1
654067;2536;Fresh;Retail;Large;Retail;7;Small;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;50;50;Yes;Yes;2000;4;2000;26;No;Retail trade of;Retail Of Wood-Working Accessories And Wood-Working Machinery;100;1701325;1500000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;4;No;;No;No;Yes;No;Yes;6000;;No;;;No;;;;Yes;No;7;8;;;;;;0;No full-time seasonal or temporary workers;;;100;;;1;Yes;Job-specific technical skills;;;;140000;;2200;8750;1355985;;;;Don't know (spontaneous);0;5239;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;21;26;0;7;1701325;0;0;1;0;0;0;0;0;0;1;0;2;14;0;0
654068;2537;Fresh;Retail;Large;Hotel and restaurants: section H;140;Large;Malta;Malta;Euro (EUR);7;2018;Shareholding company with non-traded shares or shares traded privately;25;100;0;0;0;No;;0;;No;Yes;1969;Don't know (spontaneous);1969;20;No;Hotel or restaurant;Hotel;100;9500000;8300000;Decrease;5;0;0;100;Yes;1-2 indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;All managers and most production workers;Yes;International;Too many to count;No;;No;No;No;No;;;Never;Yes;336900;18600;No;;;;Yes;No;90;85;;;;;;42;74;Don't know (spontaneous);6;Don't know (spontaneous);;Don't know (spontaneous);;No;;;;;2500000;;335000;83000;;;;;2255200;198000;5510;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;52;20;0;90;9500000;1;0;1;0;0;0;0;0;0;0;0;1;16;0;0
654069;2546;Fresh;Retail;Large;IT;250;Large;Malta;Malta;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;51;0;0;0;100;Yes;Don't know (spontaneous);51;16;No;Yes;1993;Don't know (spontaneous);1993;25;No;Provide services of;Developing Of Software To Process Credit Card Transactions;100;Don't know (spontaneous);1.56e+07;Increase;Don't know (spontaneous);0;0;100;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Don't know (spontaneous);Only senior managers;Yes;International;10;Don't know (spontaneous);;No;Yes;Yes;Yes;Yes;Don't know (spontaneous);More than once a day;No;;;No;;;;Yes;No;250;Don't know (spontaneous);;;;;;91;21;10;3;;245;90;;Yes;Interpersonal and communication skills;;;;Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);;;;;Don't know (spontaneous);0;7221;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;28;25;0;250;;1;0;1;0;0;0;0;0;0;1;;2;;1;1
654070;2549;Fresh;Retail;Large;Hotel and restaurants: section H;7;Small;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;100;0;No;Yes;2012;7;Don't know (spontaneous);30;No;Hotel or restaurant;Restaurant Selling Maltese Traditional Dishes;99;598592;507104;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;3;Yes;No;No;No;No;No;;;;No;;;No;;;;No;No;5;6;;;;;;2;No full-time seasonal or temporary workers;;;Don't know (spontaneous);;;No one has a university degree;No;;;;;185647;;17184;21114;;;;;2854;0;5520;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;9;30;0;5;598592;0;0;1;0;0;0;0;0;0;0;1;2;13;0;1
654071;2551;Fresh;Retail;Large;Retail;12;Small;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;65;100;0;0;0;No;;65;65;Yes;Yes;2008;1;2008;11;Yes;Retail trade of;Retailing Of Sustainable Energy Equipment And Products;100;1690581;1491863;Stay the same;;98;2;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;2;No;;No;No;Yes;Yes;Yes;50000;;Yes;15000;0;No;;;;Yes;Yes;8;5;;;;;;2;No full-time seasonal or temporary workers;;;100;;;6;Yes;Job-specific technical skills;;;;158611;;1500;2000;1214891;;;;Don't know (spontaneous);15000;5259;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;13;11;1;8;1690581;1;0;1;0;0;0;0;0;0;1;0;1;14;0;1
654072;2562;Fresh;Retail;Large;Transport  Section I: (60-64);228;Large;Malta;Malta;Euro (EUR);2;2018;Shareholding company with non-traded shares or shares traded privately;51;100;0;0;0;No;;0;;Yes;Yes;1978;Don't know (spontaneous);1978;40;No;Provide services of;Maintenance And Handling Of Aircraft;100;2.70e+07;1.80e+07;Stay the same;;0;0;100;Yes;3-9 indicators;Yes;Main focus was on long-term, one year or more;Achieved with more than normal effort;Most managers and some production workers;Yes;International;4;No;;No;Yes;No;Yes;No;;Between 2 and 4 times a week;Yes;670000;0;No;;;;Yes;No;220;180;;;;;;30;10;0;3;;220;50;;Yes;Job-specific technical skills;;;;7600000;;34000;40000;;;;;Don't know (spontaneous);Don't know (spontaneous);6303;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;43;40;0;220;27000000;1;0;1;0;0;0;0;0;0;1;0;1;17;0;0
654073;2579;Fresh;Retail;Large;Wholesale;80;Medium;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;25;100;0;0;0;Yes;75;100;100;Yes;Yes;1965;5;1965;25;No;Wholesale trade of;Wholesale Of Foods;100;8213009;7200000;Stay the same;;100;0;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;Only senior managers;Yes;National Ð main product sold mostly across the country where establishment is located;4;Yes;No;No;No;Yes;No;No;;Between 2 and 4 times a week;No;;;No;;;;Yes;No;30;30;;;;;;12;No full-time seasonal or temporary workers;;;100;;;5;No;;;;;662267;;10923;42070;;;;;Don't know (spontaneous);Don't know (spontaneous);5122;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;56;25;0;30;8213009;0;0;1;0;0;0;0;0;0;1;1;2;16;1;1
654074;2580;Fresh;Retail;Large;Transport  Section I: (60-64);265;Large;Malta;Malta;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;12;100;0;0;0;No;;100;11;Yes;Yes;1979;15;1979;9;No;Provide services of;Container Transport By Road;80;2.80e+07;2.60e+07;Stay the same;;80;20;0;No;;Yes;Combination of short-term and long-term targets;Achieved with some effort;All managers and most production workers;Yes;National Ð main product sold mostly across the country where establishment is located;5;No;;No;No;Yes;Yes;No;;Daily;Yes;1800000;1500000;No;;;;Yes;No;250;235;;;;;;60;No full-time seasonal or temporary workers;;;;100;;30;Yes;Job-specific technical skills;;;;5000000;;100000;1900000;;;;;Don't know (spontaneous);Don't know (spontaneous);6023;Large (100 or more);2;0;0;0;0;0;0;1;0;0;0;42;9;0;250;28000000;1;0;1;0;0;0;0;0;0;1;0;1;17;0;1
